action,condition,error_type,kappa,lambda_reward,mae,max,max_abs,mean_abs_common_shift,mean_centered_bias_l2,mean_max_abs_action_residual,median,min,mixture,model_seed,n,n_anchors,p90_abs,record_type,rmse,signed_mean
base,independent_latents,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.05,0.028307800364539688,0.2657102854574904,0.30506311022624955,,,,-0.0018018215045008112,-0.30506311022624955,logger1_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604676,-0.003297378038543798
base,independent_latents,total_neural_do_error,0.3,0.05,0.028307800364539677,0.2657102854574904,0.3050631102262491,,,,-0.0018018215045010333,-0.3050631102262491,logger1_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604673,-0.003297378038543788
plus,independent_latents,population_causal_bias,0.3,0.05,2.277380563333654e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,2,78,,4.440892098500626e-16,action_error,3.4609675811406943e-16,1.708035422500241e-16
plus,independent_latents,neural_approximation_error,0.3,0.05,0.027547078808331665,0.2360714712564964,0.3025643834455689,,,,-0.0033295559613848447,-0.3025643834455689,logger1_heavy,2,78,,0.05057645299000441,action_error,0.054867480953129814,-0.0034082335957894517
plus,independent_latents,total_neural_do_error,0.3,0.05,0.02754707880833167,0.23607147125649686,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger1_heavy,2,78,,0.05057645299000441,action_error,0.0548674809531298,-0.003408233595789281
minus,independent_latents,population_causal_bias,0.3,0.05,2.562053133750361e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.8253257314660207e-16,1.5372318802502167e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.023486431185670717,0.10764836371422692,0.13967789372820416,,,,-0.0009337590392146655,-0.13967789372820416,logger12_balanced,0,78,,0.04998487175683372,action_error,0.03661874099530852,-0.002200780064499466
minus,independent_latents,total_neural_do_error,0.3,0.05,0.023486431185670675,0.10764836371422692,0.1396778937282046,,,,-0.0009337590392151096,-0.1396778937282046,logger12_balanced,0,78,,0.04998487175683372,action_error,0.0366187409953085,-0.0022007800644993124
base,independent_latents,population_causal_bias,0.3,0.05,2.1065770210836303e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.297290016083114e-16,1.708035422500241e-17
base,independent_latents,neural_approximation_error,0.3,0.05,0.023044676209888725,0.10585055313608827,0.12530408664738202,,,,0.0014277457564912943,-0.12530408664738202,logger12_balanced,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047005863
base,independent_latents,total_neural_do_error,0.3,0.05,0.023044676209888718,0.10585055313608827,0.12530408664738246,,,,0.0014277457564915164,-0.12530408664738246,logger12_balanced,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047004155
plus,independent_latents,population_causal_bias,0.3,0.05,2.2489133062919837e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.433462767005543e-16,1.4518301091252047e-16
plus,independent_latents,neural_approximation_error,0.3,0.05,0.022273974452884964,0.09518360060658582,0.1242190451084011,,,,0.0018280110513231307,-0.1242190451084011,logger12_balanced,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177775859
plus,independent_latents,total_neural_do_error,0.3,0.05,0.022273974452884985,0.09518360060658537,0.1242190451084011,,,,0.0018280110513235748,-0.1242190451084011,logger12_balanced,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177777311
minus,independent_latents,population_causal_bias,0.3,0.05,2.562053133750361e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.8253257314660207e-16,1.5372318802502167e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.023527188454977827,0.11058886267502199,0.15156308137422458,,,,-0.005272562204980513,-0.15156308137422458,logger12_balanced,1,78,,0.07702141044360106,action_error,0.040604897076098496,-0.010722390664794211
minus,independent_latents,total_neural_do_error,0.3,0.05,0.023527188454977754,0.11058886267502199,0.15156308137422414,,,,-0.005272562204980069,-0.15156308137422414,logger12_balanced,1,78,,0.07702141044360031,action_error,0.040604897076098406,-0.010722390664794058
base,independent_latents,population_causal_bias,0.3,0.05,2.1065770210836303e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.297290016083114e-16,1.708035422500241e-17
base,independent_latents,neural_approximation_error,0.3,0.05,0.023473740391868864,0.1167839062559981,0.155495506162445,,,,-0.0031097120838929904,-0.155495506162445,logger12_balanced,1,78,,0.07142490156043856,action_error,0.041021649492144374,-0.009593355155233265
base,independent_latents,total_neural_do_error,0.3,0.05,0.023473740391868836,0.1167839062559981,0.15549550616244545,,,,-0.0031097120838925463,-0.15549550616244545,logger12_balanced,1,78,,0.07142490156043793,action_error,0.04102164949214437,-0.009593355155233248
plus,independent_latents,population_causal_bias,0.3,0.05,2.2489133062919837e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.433462767005543e-16,1.4518301091252047e-16
plus,independent_latents,neural_approximation_error,0.3,0.05,0.023911298937322696,0.1076094081766299,0.15987957204326442,,,,0.00041572115850740943,-0.15987957204326442,logger12_balanced,1,78,,0.0658174136774699,action_error,0.04074224042896976,-0.007350164892509456
plus,independent_latents,total_neural_do_error,0.3,0.05,0.023911298937322727,0.10760940817662945,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger12_balanced,1,78,,0.0658174136774699,action_error,0.04074224042896973,-0.0073501648925093106
minus,independent_latents,population_causal_bias,0.3,0.05,2.562053133750361e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,3.8253257314660207e-16,1.5372318802502167e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.02939126703235913,0.27572751579711463,0.2988748942493036,,,,9.827355891967038e-05,-0.2988748942493036,logger12_balanced,2,78,,0.062367076875819036,action_error,0.05858589979014853,-0.002585524972056952
minus,independent_latents,total_neural_do_error,0.3,0.05,0.029391267032359076,0.27572751579711463,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger12_balanced,2,78,,0.062367076875819036,action_error,0.058585899790148506,-0.0025855249720567984
base,independent_latents,population_causal_bias,0.3,0.05,2.1065770210836303e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,3.297290016083114e-16,1.708035422500241e-17
base,independent_latents,neural_approximation_error,0.3,0.05,0.028307800364539684,0.26571028545749087,0.30506311022624866,,,,-0.0018018215045005892,-0.30506311022624866,logger12_balanced,2,78,,0.05520570568508718,action_error,0.057671824566046734,-0.0032973780385438054
base,independent_latents,total_neural_do_error,0.3,0.05,0.028307800364539677,0.2657102854574904,0.3050631102262491,,,,-0.0018018215045010333,-0.3050631102262491,logger12_balanced,2,78,,0.05520570568508718,action_error,0.05767182456604673,-0.003297378038543788
plus,independent_latents,population_causal_bias,0.3,0.05,2.2489133062919837e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,3.433462767005543e-16,1.4518301091252047e-16
plus,independent_latents,neural_approximation_error,0.3,0.05,0.027547078808331633,0.23607147125649686,0.30256438344556846,,,,-0.0033295559613848447,-0.30256438344556846,logger12_balanced,2,78,,0.0505764529900041,action_error,0.054867480953129794,-0.003408233595789426
plus,independent_latents,total_neural_do_error,0.3,0.05,0.02754707880833167,0.23607147125649686,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger12_balanced,2,78,,0.05057645299000441,action_error,0.0548674809531298,-0.003408233595789281
minus,independent_latents,population_causal_bias,0.3,0.05,2.4339504770628434e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,3.6368522466856544e-16,1.6368672798960642e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.023486431185670762,0.10764836371422737,0.13967789372820505,,,,-0.0009337590392151096,-0.13967789372820505,logger2_heavy,0,78,,0.04998487175683385,action_error,0.03661874099530861,-0.002200780064499476
minus,independent_latents,total_neural_do_error,0.3,0.05,0.023486431185670675,0.10764836371422692,0.1396778937282046,,,,-0.0009337590392151096,-0.1396778937282046,logger2_heavy,0,78,,0.04998487175683372,action_error,0.0366187409953085,-0.0022007800644993124
base,independent_latents,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.05,0.0230446762098887,0.10585055313608827,0.1253040866473829,,,,0.0014277457564917384,-0.1253040866473829,logger2_heavy,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047005153
base,independent_latents,total_neural_do_error,0.3,0.05,0.023044676209888718,0.10585055313608827,0.12530408664738246,,,,0.0014277457564915164,-0.12530408664738246,logger2_heavy,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047004155
plus,independent_latents,population_causal_bias,0.3,0.05,1.921539850312771e-16,4.440892098500626e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,2.9668154094989694e-16,8.113168256876143e-17
plus,independent_latents,neural_approximation_error,0.3,0.05,0.022273974452884968,0.09518360060658493,0.1242190451084011,,,,0.0018280110513233527,-0.1242190451084011,logger2_heavy,0,78,,0.04551133433508022,action_error,0.033147837784816524,0.00094633721777765
plus,independent_latents,total_neural_do_error,0.3,0.05,0.022273974452884985,0.09518360060658537,0.1242190451084011,,,,0.0018280110513235748,-0.1242190451084011,logger2_heavy,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177777311
minus,independent_latents,population_causal_bias,0.3,0.05,2.4339504770628434e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,3.6368522466856544e-16,1.6368672798960642e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.023527188454977886,0.11058886267502244,0.15156308137422458,,,,-0.005272562204980513,-0.15156308137422458,logger2_heavy,1,78,,0.07702141044360106,action_error,0.04060489707609856,-0.010722390664794221
minus,independent_latents,total_neural_do_error,0.3,0.05,0.023527188454977754,0.11058886267502199,0.15156308137422414,,,,-0.005272562204980069,-0.15156308137422414,logger2_heavy,1,78,,0.07702141044360031,action_error,0.040604897076098406,-0.010722390664794058
base,independent_latents,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.05,0.023473740391868895,0.1167839062559981,0.1554955061624459,,,,-0.0031097120838927683,-0.1554955061624459,logger2_heavy,1,78,,0.07142490156043793,action_error,0.041021649492144395,-0.009593355155233258
base,independent_latents,total_neural_do_error,0.3,0.05,0.023473740391868836,0.1167839062559981,0.15549550616244545,,,,-0.0031097120838925463,-0.15549550616244545,logger2_heavy,1,78,,0.07142490156043793,action_error,0.04102164949214437,-0.009593355155233248
plus,independent_latents,population_causal_bias,0.3,0.05,1.921539850312771e-16,4.440892098500626e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.9668154094989694e-16,8.113168256876143e-17
plus,independent_latents,neural_approximation_error,0.3,0.05,0.02391129893732268,0.107609408176629,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger2_heavy,1,78,,0.06581741367746946,action_error,0.0407422404289697,-0.007350164892509392
plus,independent_latents,total_neural_do_error,0.3,0.05,0.023911298937322727,0.10760940817662945,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger2_heavy,1,78,,0.0658174136774699,action_error,0.04074224042896973,-0.0073501648925093106
minus,independent_latents,population_causal_bias,0.3,0.05,2.4339504770628434e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,3.6368522466856544e-16,1.6368672798960642e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.029391267032359083,0.2757275157971142,0.2988748942493036,,,,9.827355891967038e-05,-0.2988748942493036,logger2_heavy,2,78,,0.06236707687581965,action_error,0.05858589979014854,-0.002585524972056962
minus,independent_latents,total_neural_do_error,0.3,0.05,0.029391267032359076,0.27572751579711463,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger2_heavy,2,78,,0.062367076875819036,action_error,0.058585899790148506,-0.0025855249720567984
base,independent_latents,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.05,0.028307800364539688,0.2657102854574904,0.30506311022624955,,,,-0.0018018215045008112,-0.30506311022624955,logger2_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604676,-0.003297378038543798
base,independent_latents,total_neural_do_error,0.3,0.05,0.028307800364539677,0.2657102854574904,0.3050631102262491,,,,-0.0018018215045010333,-0.3050631102262491,logger2_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604673,-0.003297378038543788
plus,independent_latents,population_causal_bias,0.3,0.05,1.921539850312771e-16,4.440892098500626e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.9668154094989694e-16,8.113168256876143e-17
plus,independent_latents,neural_approximation_error,0.3,0.05,0.027547078808331665,0.2360714712564973,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger2_heavy,2,78,,0.05057645299000397,action_error,0.054867480953129794,-0.003408233595789362
plus,independent_latents,total_neural_do_error,0.3,0.05,0.02754707880833167,0.23607147125649686,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger2_heavy,2,78,,0.05057645299000441,action_error,0.0548674809531298,-0.003408233595789281
minus,confounded,population_causal_bias,0.3,0.1,0.07296559887072006,-0.06752985409737144,0.08217087299067316,,,,-0.07291687541152325,-0.08217087299067316,logger1_heavy,0,78,,0.07546228169166587,action_error,0.07300597257968057,-0.07296559887072006
