kappa,lambda_reward,condition,mixture,seed,variant,do_mae,do_rmse,rank_error,strict_flip,mean_regret,worst_tie_mean_regret
0.0,0.01,confounded,logger12_balanced,1,oracle_u_aware_ceiling,0.00977822758701245,0.015275616966560481,0.255663430420712,0.255663430420712,0.00088662789449786,0.00088662789449786
0.0,0.01,confounded,logger12_balanced,2,current_random_init,0.013094134476915393,0.018194639269839958,0.7087378640776699,0.7087378640776699,0.003943277738017673,0.003943277738017673
0.0,0.01,confounded,logger12_balanced,2,collapsed_constrained_reference,0.020749127507016914,0.03211770816962667,0.6763754045307443,0.6763754045307443,0.003785010433720357,0.003785010433720357
0.0,0.01,confounded,logger12_balanced,2,true_behavior_fixed,0.02576343928349034,0.03931719176068176,0.5954692556634305,0.5954692556634305,0.0031035738969311644,0.0031035738969311644
0.0,0.01,confounded,logger12_balanced,2,true_behavior_fixed_em,0.01217580042556913,0.017995608873367347,0.5566343042071198,0.5566343042071198,0.00273069363412494,0.00273069363412494
0.0,0.01,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,0.013998131254894013,0.01948634976187342,0.2686084142394822,0.26537216828478966,0.0010666624636007551,0.0010755078096862266
0.0,0.01,confounded,logger12_balanced,2,oracle_compatible_plugin,0.013998131254894013,0.01948634976187342,0.2686084142394822,0.26537216828478966,0.0010666624636007551,0.0010755078096862266
0.0,0.01,confounded,logger12_balanced,2,oracle_initialized_joint,0.01244579799423059,0.018056812836700194,0.42394822006472493,0.42394822006472493,0.0019700172741058826,0.0019700172741058826
0.0,0.01,confounded,logger12_balanced,2,oracle_u_aware_ceiling,0.011186576242374378,0.017385101666807706,0.255663430420712,0.255663430420712,0.0009608169361132904,0.0009608169361132904
0.0,0.01,confounded,logger12_balanced,3,current_random_init,0.011429568545671,0.01578411155400534,0.686084142394822,0.686084142394822,0.004036589392056119,0.004036589392056119
0.0,0.01,confounded,logger12_balanced,3,collapsed_constrained_reference,0.01770999865544819,0.023624150946135777,0.5533980582524272,0.5533980582524272,0.0025851702090482704,0.0025851702090482704
0.0,0.01,confounded,logger12_balanced,3,true_behavior_fixed,0.015335934437136012,0.020177983569207393,0.5469255663430421,0.5469255663430421,0.0026887907889182917,0.0026887907889182917
0.0,0.01,confounded,logger12_balanced,3,true_behavior_fixed_em,0.016570549711571146,0.020766673372369284,0.5275080906148867,0.5275080906148867,0.0026123961478015964,0.0026123961478015964
0.0,0.01,confounded,logger12_balanced,3,oracle_reward_fixed_learn_behavior,0.012885502588244179,0.01716042875952468,0.2459546925566343,0.2459546925566343,0.0009356134315825069,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,oracle_compatible_plugin,0.012885502588244179,0.01716042875952468,0.2459546925566343,0.2459546925566343,0.0009356134315825069,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,oracle_initialized_joint,0.012330690562940986,0.016706160862314707,0.540453074433657,0.540453074433657,0.002636751409761921,0.002636751409761921
